time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,dot_phi,dot_theta,dot_psi
0.01,-0.08252090960741043,0.042438749223947525,0.9887489676475525,0.004925413112538905,-0.01072347663655427,-0.011329744445600714,0.006230016014139723,0.01942909887511077,-0.008024695881096638,-0.0762299969792366,-0.06720446050167081,0.17515382170677185,-0.07283468947564549,-0.06829436035448552,0.17476472534989396
0.02,-0.08246732503175735,0.04250818118453026,0.9883900284767151,0.0006543351070364124,-0.008295038125278065,-0.010841279610257909,0.0049147441657732905,0.01819359988321514,-0.007393544518649317,-0.05546673759818077,-0.060624312609434156,-0.23931172490119934,-0.05982652865118053,-0.05944742926074223,-0.2396464476825571
0.03,-0.08230084180831909,0.042569663375616074,0.9880284070968628,0.01773123445899303,-0.006748342778526747,-0.008744639501895012,0.0038323376663049824,0.01772063387963743,-0.007397192263541202,-0.13216157257556915,-0.02938366308808328,-0.11595761030912399,-0.13421861064838544,-0.028939059682272134,-0.11608759311578283
0.04,-0.08230084180831909,0.042569663375616074,0.9880284070968628,0.01773123445899303,-0.006748342778526747,-0.008744639501895012,0.0038323376663049824,0.01772063387963743,-0.007397192263541202,-0.13216157257556915,-0.02938366308808328,-0.11595761030912399,-0.13421861064838544,-0.028939059682272134,-0.11608759311578283
0.05,-0.08230084180831909,0.042569663375616074,0.9880284070968628,0.01773123445899303,-0.006748342778526747,-0.008744639501895012,0.0038323376663049824,0.01772063387963743,-0.007397192263541202,-0.13216157257556915,-0.02938366308808328,-0.11595761030912399,-0.13421861064838544,-0.028939059682272134,-0.11608759311578283
0.060000000000000005,-0.08230084180831909,0.042569663375616074,0.9880284070968628,0.01773123445899303,-0.006748342778526747,-0.008744639501895012,0.0038323376663049824,0.01772063387963743,-0.007397192263541202,-0.13216157257556915,-0.02938366308808328,-0.11595761030912399,-0.13421861064838544,-0.028939059682272134,-0.11608759311578283
0.07,-0.08230341225862503,0.04435529559850693,0.9883520007133484,-0.005938718052173871,-0.0028286312820059935,0.06684727443433736,0.0012553163318661032,0.0194179392846194,-0.007267776175608345,-0.0340370312333107,0.15001843869686127,-0.05011142045259478,-0.03500655604773041,0.15008122616390263,-0.049932473805389885
0.08,-0.08230341225862503,0.04435529559850693,0.9883520007133484,-0.005938718052173871,-0.0028286312820059935,0.06684727443433736,0.0012553163318661032,0.0194179392846194,-0.007267776175608345,-0.0340370312333107,0.15001843869686127,-0.05011142045259478,-0.03500655604773041,0.15008122616390263,-0.049932473805389885
0.09,-0.08230341225862503,0.04435529559850693,0.9883520007133484,-0.005938718052173871,-0.0028286312820059935,0.06684727443433736,0.0012553163318661032,0.0194179392846194,-0.007267776175608345,-0.0340370312333107,0.15001843869686127,-0.05011142045259478,-0.03500655604773041,0.15008122616390263,-0.049932473805389885
0.09999999999999999,-0.08230341225862503,0.04435529559850693,0.9883520007133484,-0.005938718052173871,-0.0028286312820059935,0.06684727443433736,0.0012553163318661032,0.0194179392846194,-0.007267776175608345,-0.0340370312333107,0.15001843869686127,-0.05011142045259478,-0.03500655604773041,0.15008122616390263,-0.049932473805389885
0.10999999999999999,-0.08230341225862503,0.04435529559850693,0.9883520007133484,-0.005938718052173871,-0.0028286312820059935,0.06684727443433736,0.0012553163318661032,0.0194179392846194,-0.007267776175608345,-0.0340370312333107,0.15001843869686127,-0.05011142045259478,-0.03500655604773041,0.15008122616390263,-0.049932473805389885
0.11999999999999998,-0.08229174464941025,0.046708159148693085,0.990411639213562,-0.005454430274879948,0.03448817569925814,0.07423830021898957,0.0029806236722959307,0.02453585798439827,-0.0061895967801605094,-0.015764528885483742,0.1587210297584534,0.16246916353702542,-0.011765816223487095,0.15823606599301762,0.16299058718223927
0.12999999999999998,-0.08229174464941025,0.046708159148693085,0.990411639213562,-0.005454430274879948,0.03448817569925814,0.07423830021898957,0.0029806236722959307,0.02453585798439827,-0.0061895967801605094,-0.015764528885483742,0.1587210297584534,0.16246916353702542,-0.011765816223487095,0.15823606599301762,0.16299058718223927
0.13999999999999999,-0.08229174464941025,0.046708159148693085,0.990411639213562,-0.005454430274879948,0.03448817569925814,0.07423830021898957,0.0029806236722959307,0.02453585798439827,-0.0061895967801605094,-0.015764528885483742,0.1587210297584534,0.16246916353702542,-0.011765816223487095,0.15823606599301762,0.16299058718223927
