time,out1_obs,out2_obs,out3_obs
0.01,0.0,0.0,0.0
0.02,-3.4845237313590594e-06,2.029654422600073e-06,2.8493438877910156e-05
0.03,-6.965579428009574e-06,4.057288795251689e-06,5.696388549635413e-05
0.04,-1.044271712020616e-05,6.0807904730547725e-06,8.54033729919615e-05
0.05,-1.3919367479724622e-05,8.102891929888633e-06,0.00011380365719256482
0.060000000000000005,-1.739655196237238e-05,1.0123814177301819e-05,0.00014216470825898213
0.07,-2.0875290823728502e-05,1.2143777963727185e-05,0.00017048649954734882
0.08,-2.4356603770119684e-05,1.4163003916585851e-05,0.00019876899506425833
0.09,-2.7839980927904668e-05,1.6182377142684607e-05,0.0002270471458862848
0.09999999999999999,-3.13270731275956e-05,1.820238376753779e-05,0.0002552960667218408
0.10999999999999999,-3.4819793527851894e-05,2.0222351289077126e-05,0.0002835055159584802
0.11999999999999998,-3.831909656524694e-05,2.2242471920684424e-05,0.00031167584662154677
0.12999999999999998,-4.182593920970942e-05,2.426293839032159e-05,0.0003398073414470645
0.13999999999999999,-4.5319043000411775e-05,2.6316206638779957e-05,0.000367931444748707
0.15,-4.882162071703243e-05,2.8370173709828495e-05,0.00039601724707901206
0.16,-5.2334582156688176e-05,3.042490023396964e-05,0.0004240650072498771
0.17,-5.585884797365823e-05,3.248044761535359e-05,0.0004520747350240159
0.18000000000000002,-5.9395338287228094e-05,3.453687721533443e-05,0.00048004643120410446
0.19000000000000003,-6.292746290493352e-05,3.663601012177689e-05,0.000507980478628025
0.20000000000000004,-6.647366816840189e-05,3.873610628539382e-05,0.0005358764670100888
0.21000000000000005,-7.00349391643854e-05,4.083696512671719e-05,0.0005637343681214875
0.22000000000000006,-7.361227902749043e-05,4.293838257548854e-05,0.0005915537761733553
0.23000000000000007,-7.71986660621094e-05,4.510462826014992e-05,0.0006193090232604441
0.24000000000000007,-8.080313522175163e-05,4.727096039864288e-05,0.0006470249269123665
0.25000000000000006,-8.44268716169752e-05,4.943693720658713e-05,0.0006747010386437912
0.26000000000000006,-8.807108639902952e-05,5.160210751148474e-05,0.0007023364498656629
0.2700000000000001,-9.172683639311817e-05,5.383029639029192e-05,0.0007298932108604928
0.2800000000000001,-9.53864070835925e-05,5.610498631826342e-05,0.0007573796529504993
0.2900000000000001,-9.905774407184809e-05,5.840824136114638e-05,0.0007848078230089972
0.3000000000000001,-0.00010275481533910688,6.0707938513486835e-05,0.0008121912192336948
0.3100000000000001,-0.00010647908498334986,6.30030814151584e-05,0.0008395285154084689
0.3200000000000001,-0.00011023202034561469,6.529267152405183e-05,0.000866818315249323
0.3300000000000001,-0.00011396974633080654,6.76817879280695e-05,0.0008940125992579509
0.34000000000000014,-0.00011773911799458348,7.006324868454871e-05,0.0009211565211596672
0.35000000000000014,-0.00012154167412979358,7.243580104594395e-05,0.0009482486115199049
0.36000000000000015,-0.0001253789714535435,7.479817799838094e-05,0.0009752871308884207
0.37000000000000016,-0.00012925256681697563,7.714911238270024e-05,0.0010022703123705123
0.38000000000000017,-0.00013309460538198214,7.960320814387807e-05,0.001029129436219963
0.3900000000000002,-0.00013697612531212168,8.204321115064847e-05,0.0010559295954378942
0.4000000000000002,-0.00014089865912624895,8.446747118829817e-05,0.0010826689394453869
0.4100000000000002,-0.00014486374486327277,8.687433220138697e-05,0.0011093455136409064
0.4200000000000002,-0.00014879208002159045,8.944624070191849e-05,0.0011358912094910688
0.4300000000000002,-0.000152766124270133,9.199725400562528e-05,0.001162370118541466
0.4400000000000002,-0.00015675912519512583,9.462777143340403e-05,0.0011887494707764094
0.45000000000000023,-0.00016080075354146816,9.723319724857364e-05,0.0012150579630148166
0.46000000000000024,-0.00016489236859592755,9.981109802900136e-05,0.0012412935491444945
0.47000000000000025,-0.0001690353321685958,0.00010235903588035194,0.0012674541137728532
0.48000000000000026,-0.0001731799131971912,0.00010506074492391987,0.001293492666559339
0.49000000000000027,-0.00017737861782024224,0.0001077274285810914,0.0013194518463840509
0.5000000000000002,-0.00018163257834462595,0.00011035601741427706,0.00134532944679805
0.5100000000000002,-0.00018594292271271963,0.00011294345308776909,0.0013711233127099178
0.5200000000000002,-0.00019031077903841102,0.00011548667663388564,0.0013968312541238553
0.5300000000000002,-0.00019469217429576895,0.0001181801389773783,0.0014224109948091225
0.5400000000000003,-0.00019913338309695975,0.00012082307290010016,0.001447900298205426
0.5500000000000003,-0.00020363532758195673,0.000123412032079248,0.0014732968741007501
0.5600000000000003,-0.00020819892818153588,0.00012594357591472227,0.0014985984376576613
0.5700000000000003,-0.00021273602810049433,0.00012885297971178264,0.0015237440954198535
0.5800000000000003,-0.00021733671394705522,0.00013169764844480952,0.001548790010414526
0.5900000000000003,-0.00022200159284106665,0.00013447385999561427,0.0015737337888042005
0.6000000000000003,-0.0002267312688238671,0.0001371779087911259,0.0015985731039094343
0.6100000000000003,-0.0002314861048604074,0.00014012279336002835,0.0016232756031151674
0.6200000000000003,-0.000236296613280438,0.00014309830447348332,0.0016478612941527302
0.6300000000000003,-0.00024116353607819022,0.00014610601425245874,0.001672328311308228
0.6400000000000003,-0.0002460971052770328,0.000149025847444161,0.001696681283250279
0.6500000000000004,-0.00025109739723803276,0.0001518538542440607,0.0017209178959736017
0.6600000000000004,-0.0002561644879203306,0.00015458609249012706,0.001745035843052926
0.6700000000000004,-0.00026128342270803677,0.0001576051728812242,0.0017690146180273855
0.6800000000000004,-0.0002664693228405115,0.00016052021403040447,0.0017928699684444211
0.6900000000000004,-0.00027172205062931043,0.00016332728130339844,0.0018165994637602343
0.7000000000000004,-0.0002770414686477744,0.00016602246666019995,0.0018402007898790148
0.7100000000000004,-0.0002824077572253921,0.00016919961048543367,0.0018636574694296248
0.7200000000000004,-0.000287840480408707,0.00017225646011108785,0.0018869812036024435
0.7300000000000004,-0.00029333876328511917,0.00017518945292201624,0.0019101695421203453
0.7400000000000004,-0.00029890173432621953,0.00017799504265514078,0.0019332200987928162
0.7500000000000004,-0.0003045285218052243,0.00018066968281677665,0.001956130443876453
0.7600000000000005,-0.0003102245507142901,0.00018387996956980153,0.001978891258973351
0.7700000000000005,-0.000315982645778288,0.0001869515462533404,0.002001506856811572
0.7800000000000005,-0.0003218013578379537,0.00018988112998463146,0.002023974669925095
