time,throttle,thrust
0.01,11.719102254284927,0.509912373863561
0.02,11.730476199899492,0.5104072680527808
0.03,11.724371935819947,0.5101416641080458
0.04,11.717909544780783,0.5098604776242937
0.05,11.710870732284082,0.5095542103427653
0.060000000000000005,11.703370186494189,0.5092278524847988
0.07,11.695422629539634,0.5088820446280895
0.08,11.68675705990434,0.5085049951674964
0.09,10.759895157111503,0.4681761079505608
0.09999999999999999,10.745557500574343,0.46755225909918396
0.10999999999999999,10.730969562320817,0.46691752018631966
0.11999999999999998,10.715536162548437,0.46624599421581775
0.12999999999999998,9.572806580377204,0.41652444206228184
0.13999999999999999,9.554959034593502,0.4157478736664494
0.15,9.535470620089765,0.41489990907950297
0.16,9.513928177599043,0.4139625712398876
0.17,9.48961723525902,0.41290477260903014
0.18000000000000002,8.394481362433812,0.36525408055953756
0.19000000000000003,8.355613071206692,0.36356287399630494
0.20000000000000004,8.301140135749415,0.361192690408208
0.21000000000000005,8.308462825207501,0.3615113095211416
0.22000000000000006,7.269355491922152,0.3162984872829165
0.23000000000000007,7.213497007964038,0.3138680167965712
0.24000000000000007,7.238837435453851,0.31497060957677536
0.25000000000000006,7.25829641866156,0.31581729357228244
0.26000000000000006,7.274160229672281,0.3165075472585699
0.2700000000000001,7.288420888026094,0.31712804582546233
0.2800000000000001,6.852160183670048,0.29814581266846063
0.2900000000000001,6.863274314251995,0.298629401990023
0.3000000000000001,6.873573992520703,0.29907755350215
0.3100000000000001,6.883404895642984,0.29950530803825126
0.3200000000000001,6.663825080471365,0.28995112356428754
0.3300000000000001,6.670619407487385,0.2902467529855836
0.34000000000000014,6.677395124359811,0.29054157265692687
0.35000000000000014,6.684190317159947,0.2908372397495415
0.36000000000000015,6.543260131475824,0.284705196187506
0.37000000000000016,6.548441414534767,0.28493064010692215
0.38000000000000017,6.553576053506252,0.2851540544854361
0.3900000000000002,6.55903815882418,0.28539171732244556
0.4000000000000002,6.5644780470893975,0.2856284134685053
0.4100000000000002,6.082231663242875,0.2646452875396922
0.4200000000000002,6.083325292804747,0.2646928726903225
0.4300000000000002,6.00290536878564,0.26119370411300963
0.4400000000000002,6.003283537086218,0.26121015867511543
0.45000000000000023,6.003957972495365,0.2612395041789803
0.46000000000000024,6.004938064696477,0.26128214918113407
0.47000000000000025,5.829448169579586,0.2536463706832203
0.48000000000000026,5.828989595767279,0.25362641757963345
0.49000000000000027,5.828847956909029,0.25362025470086724
0.5000000000000002,5.829015515590634,0.2536275453826315
0.5100000000000002,5.738866317996192,0.2497050442942508
0.5200000000000002,5.736112613953554,0.2495852272865286
0.5300000000000002,5.733629865726443,0.2494771998954604
0.5400000000000003,5.731593001366306,0.24938857345304366
0.5500000000000003,5.7296787980743575,0.24930528414269582
0.5600000000000003,6.129890840065883,0.2667189962131802
0.5700000000000003,6.191147567528217,0.2693843508314498
0.5800000000000003,6.435238970360837,0.2800050642579035
0.5900000000000003,6.434042608384176,0.27995300909512033
0.6000000000000003,6.4330788778064765,0.27991107600707515
0.6100000000000003,6.432068547683969,0.27986711531623254
0.6200000000000003,7.196978286526198,0.3131492671621033
0.6300000000000003,7.199600529593781,0.3132633641431199
0.6400000000000003,7.201855347598339,0.31336147401334596
0.6500000000000004,7.204204400567042,0.3134636841613259
0.6600000000000004,7.206287145288305,0.31355430691398456
0.6700000000000004,7.988074707784856,0.3475708333679512
0.6800000000000004,7.993534999212099,0.3478084172803737
0.6900000000000004,7.99866487225674,0.3480316242876217
0.7000000000000004,8.003822023054544,0.3482560181830431
0.7100000000000004,8.70580249640148,0.3788000412492573
0.7200000000000004,8.715841128652524,0.3792368343320723
0.7300000000000004,8.725690229456843,0.37966538067142314
0.7400000000000004,8.735391761293963,0.3800875061057643
0.7500000000000004,9.219838258895855,0.401166361656474
0.7600000000000005,9.233575727959249,0.4017640956218408
0.7700000000000005,9.246749157889848,0.4023372875594213
0.7800000000000005,9.259578309352559,0.402895499522681
0.7900000000000005,9.272173649152105,0.40344353805647365
0.8000000000000005,8.981320137097164,0.39078814845747417
0.8100000000000005,8.951855720238278,0.3895061158905575
0.8200000000000005,8.958938241218727,0.38981428498130494
0.8300000000000005,8.979641488238354,0.3907151084066319
0.8400000000000005,8.996606967534627,0.3914532970181812
0.8500000000000005,9.012071517437967,0.39212617836871816
0.8600000000000005,8.2651782352445,0.35962794443558865
0.8700000000000006,8.261113726481984,0.3594510927223163
