time,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,ref_phi,ref_theta,ref_psi
0.01,0.003799826700538777,3.6291126637126826e-05,1.0000043549351965,-4.560477473347759e-05,0.004775003058930786,0.0005730003670716944,-0.0007347134452387591,-0.0001355461349366199,0.0
0.02,0.008847810920011242,0.00019682968203461228,1.0000236195618442,-0.0002473434732353411,0.011118487114663548,0.0013342184537596254,1.4183422736818696e-05,0.003915884645042635,0.0
0.03,0.013791700662092711,0.0004785319709607145,1.0000574238365152,-0.000601341009791209,0.017331162192215976,0.0020797394630659174,-0.001783444387724265,0.00416623701066613,0.0
0.04,0.01882885038052838,0.0008926888302629799,1.0001071226596316,-0.0011217858684383372,0.02366103121240374,0.0028393237454884487,-0.004000719629892137,0.004072978276040557,0.0
0.05,0.02365796932606762,0.001410846329989121,1.0001693015595987,-0.0017729217862551727,0.029729481053450676,0.003567537726414081,-0.0059523824055376885,0.0038395293005150056,0.0
0.060000000000000005,0.028674980475429306,0.0020755709416322428,1.0002490685129959,-0.002608239368894517,0.03603404320137578,0.004324085184165093,-0.00846358171369916,0.003720682035504237,0.0
0.07,0.03367811826071141,0.0028678128281908687,1.000344137539383,-0.003603799885165998,0.04232117156583169,0.005078540587899803,-0.01107031141772767,0.0035877547158956087,0.0
0.08,0.038615668004570815,0.0037775897819596407,1.0004533107738351,-0.0047470593229121125,0.04852587956664883,0.005823105547997859,-0.013711038241527196,0.003397815802401503,0.0
0.09,0.0434857918011641,0.00480087611023323,1.000576105133228,-0.0060329588474813825,0.054645857623228954,0.006557502914787475,-0.01633736534692298,0.0031283428503467115,0.0
0.09999999999999999,0.04838454809890766,0.005958020247069611,1.0007149624296483,-0.007487069055253245,0.06080181634191611,0.007296217961029933,-0.019783837056202923,0.002911693120958456,0.0
0.10999999999999999,0.053308939760967566,0.007252374891132584,1.000870284986936,-0.009113603071624475,0.06698998940948661,0.008038798729138394,-0.02304832331000475,0.0023944421824259915,0.0
0.11999999999999998,0.05820746431357628,0.008672577366835233,1.0010407092840203,-0.01089828213733547,0.07314565690864852,0.008777478829037823,-0.026334975958864738,0.001743370852398641,0.0
0.12999999999999998,0.06298157093568606,0.010186349811053314,1.0012223619773264,-0.012800544693320341,0.07914497622523829,0.009497397147028595,-0.029603393983817925,0.0009521478075448271,0.0
0.13999999999999999,0.06801282858278716,0.011922988223109568,1.0014307585867732,-0.01498286888422345,0.08546744105021842,0.01025609292602621,-0.033710176896846494,-0.00030869606566452163,0.0
0.15,0.07281870607646031,0.013720278617800839,1.0016464334341362,-0.01724141060435529,0.09150668482148885,0.010980802178578662,-0.037179877752435975,-0.0007969531794636178,0.0
0.16,0.07725968901562374,0.015504207596943067,1.0018605049116331,-0.019483161874514963,0.09708738857204624,0.011650486628645549,-0.04100925504696594,-0.0005650582287006013,0.0
0.17,0.08194827780659683,0.017519125678321732,1.0021022950813987,-0.022015182611332732,0.10297924301261602,0.012357509161513921,-0.04452604525791285,-0.001242638302404052,0.0
0.18000000000000002,0.0865976556049837,0.01965416097727501,1.002358499317273,-0.024698147095471343,0.10882182346668628,0.013058618816002355,-0.04805668720644108,-0.002003136240868626,0.0
0.19000000000000003,0.09120554613297659,0.021908636529585343,1.0026290363835502,-0.027531204628605706,0.11461226947920168,0.013753472337504201,-0.0515952047571393,-0.002821490092930542,0.0
0.20000000000000004,0.09581509684890958,0.02430616621012209,1.0029167399452146,-0.030544029281060807,0.12040480174541153,0.014448576209449384,-0.05507618816380132,-0.0024192847873352784,0.0
0.21000000000000005,0.10033275697116127,0.0267985144843122,1.0032158217381175,-0.03367600649241395,0.12608186088600415,0.015129823306320497,-0.05861849472859993,-0.0033048983268907776,0.0
0.22000000000000006,0.10480214669547262,0.02940803543286501,1.0035289642519438,-0.03695522722895882,0.13169826165557463,0.01580379139866895,-0.06215382205997107,-0.0042279487675256616,0.0
0.23000000000000007,0.10913316867339741,0.032078248008639725,1.0038493897610368,-0.040310715313589575,0.13714078438692837,0.016456894126431407,-0.06561690427531071,-0.005166597860589478,0.0
0.24000000000000007,0.1135004205073017,0.03491728862133609,1.0041900746345602,-0.043878358966425585,0.14262883489803654,0.017115460187764383,-0.06912757766989275,-0.006160884903886781,0.0
0.25000000000000006,0.11789847293164606,0.037931155800818,1.0045517386960983,-0.04766569616240788,0.14815559057260572,0.017778670868712685,-0.07135146472249196,-0.004916437124800022,0.0
0.26000000000000006,0.12211037778603724,0.040969447603687134,1.0049163337124425,-0.05148372624535017,0.15344842631187555,0.018413811157425065,-0.07477102606975534,-0.00593323867857135,0.0
0.2700000000000001,0.1263058627805173,0.044150526919495996,1.0052980632303394,-0.05548118840896278,0.15872062824663744,0.01904647538959649,-0.07819966442129453,-0.007000366655800502,0.0
0.2800000000000001,0.1303989082132269,0.04740977996994332,1.005689173596393,-0.05957688658475298,0.16386410083152128,0.019663692099782557,-0.08157783846637875,-0.008097267043817195,0.0
0.2900000000000001,0.13451046312495973,0.050846586020192625,1.006101590322423,-0.06389570444046345,0.16903083311373368,0.020283699973648046,-0.0849894594674428,-0.00926199053132586,0.0
0.3000000000000001,0.13847559847614418,0.05432376208137368,1.006518851449765,-0.06826525274808135,0.1740135691496418,0.020881628297957013,-0.08267180458416491,-0.005318109138796029,0.0
0.3100000000000001,0.14253042329847146,0.058054185330246,1.0069665022396295,-0.07295304085745645,0.17910901229900855,0.021493081475881026,-0.08604373504392024,-0.006520896095304569,0.0
0.3200000000000001,0.14635790508530155,0.061746952305695685,1.0074096342766834,-0.07759350869805313,0.18391876776431024,0.022070252131717226,-0.08928619062260447,-0.0077270296208113536,0.0
0.3300000000000001,0.150114861437268,0.06554363718676157,1.0078652364624114,-0.08236456363019398,0.18863989835438827,0.022636787802526592,-0.09250799795885613,-0.008988155748561205,0.0
0.34000000000000014,0.15383614282497532,0.06948295590095314,1.0083379547081144,-0.08731485752325517,0.193316198462213,0.023197943815465562,-0.0891014928840473,-0.007792944171588974,0.0
0.35000000000000014,0.15744533652594908,0.07348488624357143,1.0088181863492285,-0.09234383150907424,0.19785164502875774,0.023742197403450925,-0.09224351460450489,-0.009140786264315288,0.0
0.36000000000000015,0.16101336154571488,0.07762898881055257,1.0093154786572662,-0.09755146438113448,0.20233535750472606,0.024280242900567125,-0.08873162407281736,-0.00792644679067857,0.0
0.37000000000000016,0.164535857469952,0.08191697996525284,1.0098300375958302,-0.10293991298524025,0.20676185643187936,0.024811422771825523,-0.0918486564462532,-0.009399622742446425,0.0
0.38000000000000017,0.16794108671172128,0.08626257238273213,1.0103515086859278,-0.10840074547093964,0.211040993699772,0.025324919243972642,-0.09491450889359876,-0.01092526717770182,0.0
0.3900000000000002,0.1712951645264479,0.09075124853056919,1.0108901498236682,-0.11404138227509501,0.21525585218869744,0.025830702262643692,-0.09797728197531352,-0.01253817645444362,0.0
0.4000000000000002,0.17446589560852294,0.09520091265064626,1.0114241095180776,-0.11963299511932553,0.21924031037827973,0.026308837245393568,-0.09122371611706968,-0.010182958436697458,0.0
0.4100000000000002,0.17761445908222118,0.09983569714751318,1.0119802836577017,-0.12545723708985718,0.22319691192961233,0.026783629431553477,-0.09422345725664671,-0.011888230382772027,0.0
0.4200000000000002,0.18067340269031767,0.10456425804404818,1.0125477109652858,-0.13139932195969972,0.22704089383638898,0.02724490726036668,-0.09719556663583351,-0.01366978671843874,0.0
0.4300000000000002,0.18364087174737573,0.1093850662744412,1.0131262079529328,-0.13745732824808682,0.23076992543215238,0.027692391051858285,-0.10013907694152199,-0.015529462853744428,0.0
0.4400000000000002,0.1865150359524577,0.1142965610316138,1.0137155873237937,-0.1436292945869981,0.23438170669291086,0.028125804803149305,-0.10305310253886943,-0.017468883450199927,0.0
0.45000000000000023,0.1892940898931797,0.11929715013994592,1.0143156580167936,-0.14991322018954106,0.23787396887055165,0.028544876264466196,-0.098862497288294,-0.016410803443374665,0.0
0.46000000000000024,0.19200257992771033,0.12443652719801848,1.0149323832637622,-0.15637155187340854,0.2412775578284728,0.028953306939416733,-0.10177804649686388,-0.01852131649831254,0.0
0.47000000000000025,0.19458510392975673,0.1296112546372643,1.0155533505564718,-0.16287430615639426,0.24452285320149209,0.02934274238417905,-0.10463923957197348,-0.020694815106418785,0.0
0.48000000000000026,0.19706723857548297,0.13487009854016452,1.0161844118248198,-0.16948276430508485,0.24764199558878577,0.029717039470654294,-0.10746731442146228,-0.02295354855360096,0.0
0.49000000000000027,0.19944728320580377,0.14021134483993763,1.0168253613807925,-0.1761947723596373,0.25063284787911844,0.03007594174549421,-0.11026119659218232,-0.025297898354682474,0.0
0.5000000000000002,0.20172356448994508,0.14563325008208453,1.0174759900098502,-0.18300813943051275,0.25349330730302333,0.030419196876362797,-0.0931394550771134,-0.01863580671551019,0.0
0.5100000000000002,0.2038944368945717,0.15113404184182183,1.0181360850210186,-0.18992063822303987,0.2562213060223256,0.03074655672267907,-0.09605646994540194,-0.02115864956878316,0.0
0.5200000000000002,0.2059582831467231,0.1567119191486539,1.0188054302978384,-0.19693000557094742,0.2588148117118847,0.031057777405426163,-0.09893584281141972,-0.023774917364453824,0.0
0.5300000000000002,0.2078945051624786,0.16230815513475644,1.0194769786161708,-0.20396244311562534,0.26124794005605123,0.031349752806726146,-0.10175407425439789,-0.026455642467735047,0.0
0.5400000000000003,0.2097406719721762,0.16803396389022074,1.0201640756668264,-0.2111577066044359,0.2635679016907101,0.03162814820288521,-0.09584134700404158,-0.025014655626685468,0.0
0.5500000000000003,0.21149192570886394,0.17388963557370624,1.0208667562688447,-0.21851616066150478,0.26576859204021014,0.03189223104482522,-0.09872377117286552,-0.02795623865711862,0.0
0.5600000000000003,0.2131120756762527,0.17975728970186208,1.0215708747642234,-0.22588967230263274,0.26780453253431497,0.0321365439041178,-0.09056445117423215,-0.02578434074740568,0.0
0.5700000000000003,0.21461755278819336,0.18569261168718332,1.022283113402462,-0.23334821788094284,0.26969637086832315,0.03236356450419878,-0.09346562407979345,-0.028908253390026013,0.0
0.5800000000000003,0.2160069186958133,0.19169363858913085,1.0230032366306956,-0.24088933069260413,0.2714422995597339,0.03257307594716807,-0.09631783321894528,-0.03213030517615233,0.0
0.5900000000000003,0.21727876636913157,0.1977583820855854,1.0237310058502702,-0.24851051213835124,0.2730405504825266,0.0327648660579032,-0.09911813896156801,-0.03544689646632483,0.0
0.6000000000000003,0.21842078392554698,0.2038232657214322,1.024458791886572,-0.2561318696884526,0.27447565206872876,0.032937078248247445,-0.09137279543863239,-0.033823365644569094,0.0
0.6100000000000003,0.21946443793867174,0.21007094154181094,1.0252085129850173,-0.2639829306721776,0.2757871463809377,0.03309445756571252,-0.09420732317381482,-0.03738943578490682,0.0
0.6200000000000003,0.22036710220284508,0.21625194280450025,1.02595023313654,-0.27175020593565524,0.27692146774933174,0.03323057612991981,-0.09694119428242075,-0.040970749934724035,0.0
0.6300000000000003,0.22116395302644556,0.22261389417939795,1.0267136673015278,-0.2797448698164049,0.2779228200267038,0.03335073840320446,-0.09965359982316524,-0.044706285136438435,0.0
0.6400000000000003,0.22182822852102943,0.2289665412920018,1.0274759849550401,-0.28772784161632664,0.2787575732322015,0.033450908787864185,-0.10228212366863515,-0.04847136292939593,0.0
0.6500000000000004,0.22236722374141293,0.23537046927245653,1.0282444563126947,-0.29577525485533257,0.27943489460207227,0.03353218735224867,-0.08853067845820996,-0.04396070863311455,0.0
0.6600000000000004,0.22277976195875523,0.24182352586462788,1.0290188231037554,-0.30388440492859853,0.2799533054152433,0.0335943966498292,-0.09120813553170688,-0.04796093408402208,0.0
0.6700000000000004,0.223064700837304,0.2483235374272123,1.0297988244912655,-0.31205256035790396,0.28031137017027163,0.033637364420432594,-0.09381428098070468,-0.05201584733547514,0.0
0.6800000000000004,0.22322001111554665,0.25480264743046777,1.030576317691656,-0.32019445011311504,0.28050653882193327,0.033660784658631995,-0.09632925836847529,-0.0560605607383532,0.0
0.6900000000000004,0.22324776661350063,0.2613895506750107,1.0313667460810012,-0.32847179685030015,0.2805414174093209,0.03366497008911851,-0.08470738355802897,-0.052944355579348276,0.0
0.7000000000000004,0.22314302128464478,0.2680832558216954,1.0321699906986035,-0.33688335481594855,0.2804097905470684,0.0336491748656482,-0.08724998423840911,-0.05726216522727957,0.0
0.7100000000000004,0.22290683941520856,0.27474894165751107,1.0329698729989014,-0.345259702677123,0.2801129956566956,0.03361355947880348,-0.08969345863433201,-0.061523307126145614,0.0
0.7200000000000004,0.2225378744172946,0.28145041206193394,1.0337740494474321,-0.3536810187534367,0.2796493405659443,0.033557920867913316,-0.09205452438325072,-0.0657196182012,0.0
0.7300000000000004,0.22204088900330796,0.2881178684334256,1.034574144212011,-0.3620595915353601,0.27902481027573556,0.03348297723308826,-0.09431712981612199,-0.0697334403231288,0.0
0.7400000000000004,0.22140495808891975,0.2948837178171147,1.0353860461380537,-0.3705618086229972,0.2782256759202025,0.033387081110424294,-0.06577533009686735,-0.05813492279584102,0.0
0.7500000000000004,0.22064196309312867,0.3016103680618597,1.036193244167423,-0.3790147666198607,0.27726686813080126,0.03327202417569615,-0.06815381498698732,-0.06266841588003845,0.0
0.7600000000000005,0.219725924600913,0.30849972537795545,1.0370199670453546,-0.3876721883527413,0.2761157402117812,0.03313388882541374,-0.07047674576685636,-0.06718667871997247,0.0
0.7700000000000005,0.21868122285985075,0.31534518431160524,1.0378414221173926,-0.39627444575130333,0.2748029292858158,0.03297635151429789,-0.0726903122947098,-0.07144516494788163,0.0
