time,out1_obs,out2_obs,out3_obs
0.01,0.0,0.0,0.0
0.02,-4.106520729413385e-06,2.1118962969218977e-06,2.8490904562481105e-05
0.03,-8.206287819980935e-06,4.225145861367317e-06,5.695157512498038e-05
0.04,-1.2295395977268404e-05,6.339912070214898e-06,8.536576341250306e-05
0.05,-1.6383031820740964e-05,8.453379225219485e-06,0.0001137403685890793
0.060000000000000005,-2.0470065355463516e-05,1.0565740186696128e-05,0.0001420749742129632
0.07,-2.4557365311419504e-05,1.2677187527786232e-05,0.00017036917244485643
0.08,-2.8645927961957724e-05,1.4876772861006712e-05,0.00019862909345242456
0.09,-3.2736493280013915e-05,1.707574103360765e-05,0.0002268477529120616
0.09999999999999999,-3.68300144458813e-05,1.9274156569787343e-05,0.0002550247064787696
0.10999999999999999,-4.092740319872351e-05,2.1472081008381136e-05,0.00028316035891092135
0.11999999999999998,-4.502957074093054e-05,2.366957584607233e-05,0.00031125510703946526
0.12999999999999998,-4.913684711318322e-05,2.5983789018377417e-05,0.0003393511464710078
0.13999999999999999,-5.3250723625560006e-05,2.8297578922788475e-05,0.00036740704338213945
0.15,-5.7372353663872255e-05,3.0611089889431357e-05,0.0003954231732101766
0.16,-6.15028841663451e-05,3.2924465421848656e-05,0.00042339999944930574
0.17,-6.56381491241791e-05,3.5364936842509604e-05,0.00045136667014530473
0.18000000000000002,-6.978461187560016e-05,3.7805433107053254e-05,0.00047929493063626565
0.19000000000000003,-7.394394541095573e-05,4.024594973757634e-05,0.0005071852234380435
0.20000000000000004,-7.811786000600732e-05,4.2686482286587644e-05,0.0005350375435053155
0.21000000000000005,-8.227466053738528e-05,4.527616922627145e-05,0.000562828502622402
0.22000000000000006,-8.644949340383913e-05,4.786571473168711e-05,0.0005905814526980426
0.23000000000000007,-9.063294943465326e-05,5.0490067277376134e-05,0.0006182834920769805
0.24000000000000007,-9.483955510140618e-05,5.311378541857689e-05,0.000645946629007697
0.25000000000000006,-9.907191531132207e-05,5.573663556872102e-05,0.0006735699710470058
0.26000000000000006,-0.00010333265064039853,5.8358382779781687e-05,0.0007011524796747633
0.2700000000000001,-0.00010759022236435834,6.109206100219835e-05,0.0007286471672836378
0.2800000000000001,-0.00011188144371802651,6.382405368340431e-05,0.0007560988888636713
0.2900000000000001,-0.00011620908707604712,6.655397669370269e-05,0.0007835065451914549
0.3000000000000001,-0.00012057596258073175,6.928144080886134e-05,0.0008108687304755293
0.3100000000000001,-0.00012490582235402884,7.218201500163108e-05,0.0008381035468587398
0.3200000000000001,-0.00012928061347603108,7.507917665641254e-05,0.0008652900125052391
0.3300000000000001,-0.0001337031302086905,7.797207634269767e-05,0.0008924266477000549
0.34000000000000014,-0.0001381762169148102,8.085984974217711e-05,0.0009195115682643896
0.35000000000000014,-0.00014270271823205142,8.374163242992937e-05,0.0009465428622995341
0.36000000000000015,-0.00014721809975348852,8.675251186041655e-05,0.0009734553651188253
0.37000000000000016,-0.00015179265310223046,8.97555360843967e-05,0.0010003103271269697
0.38000000000000017,-0.00015642904054295894,9.27495760403258e-05,0.001027105746707324
0.3900000000000002,-0.00016112993802502003,9.573349697552917e-05,0.001053839483807204
0.4000000000000002,-0.00016579798947629127,9.891425259942038e-05,0.0010804227380856193
0.4100000000000002,-0.00017053600347097386,0.00010208241205183951,0.0011069399174196072
0.4200000000000002,-0.00017534626219930605,0.00010523630429290464,0.0011333887835826655
0.4300000000000002,-0.00018023104939344706,0.00010837425711914432,0.0011597670544220612
0.4400000000000002,-0.000185039339907059,0.0001118548544662561,0.0011859778055371038
0.45000000000000023,-0.00018992687995933962,0.00011531580850114562,0.001212113260375351
0.46000000000000024,-0.0001948956502528785,0.00011875491205516758,0.001238171035559867
0.47000000000000025,-0.00019994762457115327,0.0001221699652460369,0.0012641487926451556
0.48000000000000026,-0.00020508477696140593,0.00012555876779133253,0.0012900441586959524
0.49000000000000027,-0.00021018441905376327,0.00012924608655347133,0.0013157959834983984
0.5000000000000002,-0.0002153733122656155,0.0001329024273893134,0.0013414605289334483
0.5100000000000002,-0.0002206177758613693,0.00013662664808041894,0.0013670220824215048
0.5200000000000002,-0.00022595430160664686,0.00014031499441202803,0.0013924915714680465
0.5300000000000002,-0.00023138427025473562,0.00014396508013641573,0.0014178666699565618
0.5400000000000003,-0.00023690906212007185,0.00014757451951949994,0.0014431450240092092
0.5500000000000003,-0.00024242923075823677,0.00015145412706344102,0.0014682857137250241
0.5600000000000003,-0.0002480470840253056,0.00015528800378099928,0.001493324804589564
0.5700000000000003,-0.0002537636215065322,0.00015907288509971323,0.0015182598427525285
0.5800000000000003,-0.00025957984388690764,0.00016280550277119468,0.001543088313505383
0.5900000000000003,-0.0002653879116253026,0.00016681699909019545,0.0015677719692471553
0.6000000000000003,-0.0002712977740941083,0.00017076936079659942,0.0015923438698411847
0.6100000000000003,-0.00027731003919711215,0.0001746587533758168,0.0016168013910149905
0.6200000000000003,-0.0002834253123784601,0.00017848135467555572,0.0016411419456973193
0.6300000000000003,-0.0002896441990432822,0.00018223334194566603,0.0016653629049559098
0.6400000000000003,-0.0002958202844474226,0.00018652014859781523,0.0016894078382932603
0.6500000000000004,-0.00030210134033009157,0.00019072808767286287,0.0017133277167397725
0.6600000000000004,-0.0003084874044400516,0.00019485307804669333,0.001737119784835245
0.6700000000000004,-0.0003149785140147054,0.0001988910475668701,0.0017607812971135684
0.6800000000000004,-0.0003214950164378764,0.00020344123694883873,0.0017842765219828903
0.6900000000000004,-0.000328108607526745,0.00020804871196957968,0.0018076280812731624
0.7000000000000004,-0.00033482627811348833,0.00021255603689162246,0.0018308405159733069
0.7100000000000004,-0.0003416469059222253,0.00021695900322433244,0.0018539110301702961
0.7200000000000004,-0.0003485693691315225,0.0002212534052999514,0.0018768367982679105
0.7300000000000004,-0.0003555925456368801,0.00022543503710616998,0.001899614946141672
0.7400000000000004,-0.0003627019730947372,0.0002300352641682614,0.001922221808828673
0.7500000000000004,-0.00036990988215047216,0.0002345137752237737,0.0019446751125215451
0.7600000000000005,-0.0003772143663350389,0.00023886641111610938,0.0019669718382566083
0.7700000000000005,-0.00038461352896081933,0.00024308903659475,0.001989109053552525
0.7800000000000005,-0.0003921522031457019,0.000248117009689645,0.0020110589302062844
0.7900000000000005,-0.0003997817150824748,0.0002530057665812751,0.0020328432149122454
0.8000000000000005,-0.00040749940002886693,0.00025775173042303035,0.002054458807858481
0.8100000000000005,-0.0004153025961615413,0.0002623513290187479,0.0020759025839229804
0.8200000000000005,-0.0004231886414737927,0.00026680099032361845,0.002097171360959498
0.8300000000000005,-0.0004312265436025287,0.00027189618591430087,0.0021182515222450287
0.8400000000000005,-0.0004393513172245555,0.0002770673329355773,0.0021391495254527285
0.8500000000000005,-0.0004475276090424648,0.00028207731201528334,0.0021598625902988964
0.8600000000000005,-0.0004557530422032989,0.00028692335592303927,0.0021803874499131577
0.8700000000000006,-0.00046402525797728674,0.00029160269779758547,0.002200720774252367
0.8800000000000006,-0.00047244998340484156,0.00029675418653432763,0.002220859893642015
0.8900000000000006,-0.00048091651891340694,0.00030173280220306735,0.0022408006230754244
0.9000000000000006,-0.000489422316128503,0.00030653637564300677,0.0022605394288661477
0.9100000000000006,-0.0004979648501040247,0.000311162746516808,0.002280072799451053
0.9200000000000006,-0.0005065416095228458,0.0003156097550144558,0.0022993971510734813
0.9300000000000006,-0.0005153374337331746,0.00032080585464879587,0.002318524770843593
0.9400000000000006,-0.0005241621045404576,0.00032581734778160197,0.0023374360399379896
